Server Info
liveTime(sec),136.32059
startupDelay,362
Total stalling Event,0
player width,1280
player height,720
time,19.094,23.896,30.473,49.124,103.999
elapsed,0.000,4.802,11.379,30.030,84.905
bitrate,400,2000,2000,1401,800
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,29.389,19.202,5.352,29.698,33.335
GMSD,0,0,0.99590,0,0
bitrateSwitch,0,1,0,1,1
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),4880,46306,6744,13282,1889

IP,10.0.0.46
Attribute,HIGH
initTime,2023-04-13 16:56:16.425792
endTime,2023-04-13 16:58:32.566978
liveTime(sec),136.141186
startupDelay,452
Total stalling Event,0
player width,1280
player height,720
time,19.600,24.088,30.487,67.454,147.207
elapsed,0.000,4.488,10.887,47.854,127.607
bitrate,2000,2000,2000,800,800
framerate,29.97,29.97,29.97,29.97,29.97
