Server Info
player width,1280
player height,720
time,16.455,22.074,28.482,34.567
elapsed,0.000,5.619,12.027,18.112
bitrate,2000,1401,1401,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,7.132,31.919,33.167,31.639
GMSD,0,0,0.98799,0
bitrateSwitch,0,1,0,1
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),7765,12543,3067,2149

IP,10.0.0.31
Attribute,HIGH
initTime,2023-04-13 22:51:27.688027
endTime,2023-04-13 22:53:24.672744
liveTime(sec),116.984717
startupDelay,1085
Total stalling Event,0
player width,1280
player height,720
time,20.237,27.937,33.952
elapsed,0.000,7.700,13.715
bitrate,2000,2000,1401
framerate,29.97,29.97,29.97
bufferLevel,17.825,6.065,33.083
GMSD,0,0,0.73280
bitrateSwitch,0,0,1
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),8841,28015,14255

IP,10.0.0.32
Attribute,HIGH
initTime,2023-04-13 22:51:28.087800
endTime,2023-04-13 22:53:25.644320
liveTime(sec),117.55652
startupDelay,365
Total stalling Event,0
player width,1280
player height,720
time,22.440,29.006,34.986
elapsed,0.000,6.566,12.546
bitrate,2000,1401,800
framerate,29.97,29.97,29.97
bufferLevel,4.464,32.538,31.408
GMSD,0,0,0.72933
bitrateSwitch,0,1,1
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),8186,13535,2738

IP,10.0.0.35
Attribute,HIGH
initTime,2023-04-13 22:51:32.007179
endTime,2023-04-13 22:53:25.342823
liveTime(sec),113.335644
startupDelay,1681
Total stalling Event,0
player width,1280
player height,720
time,26.365,32.297
elapsed,0.000,5.932
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,4.388,8.932
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),5899,6388

IP,10.0.0.39
Attribute,HIGH
initTime,2023-04-13 22:51:32.499702
endTime,2023-04-13 22:53:25.018427
liveTime(sec),112.518725
startupDelay,1401
Total stalling Event,0
player width,1280
player height,720
time,26.928,33.464
elapsed,0.000,6.536
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,7.1,31.282
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),7765,12543

IP,10.0.0.47
Attribute,HIGH
initTime,2023-04-13 22:51:33.086084
endTime,2023-04-13 22:53:25.699816
liveTime(sec),112.613732
startupDelay,1495
Total stalling Event,0
player width,1280
player height,720
time,27.822,33.886
elapsed,0.000,6.064
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,4.084,16.779
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),5899,9735

IP,10.0.0.48
Attribute,HIGH
initTime,2023-04-13 22:51:34.263670
endTime,2023-04-13 22:53:25.737105
liveTime(sec),111.473435
startupDelay,909
Total stalling Event,0
player width,1280
player height,720
time,29.027,35.209
elapsed,0.000,6.182
bitrate,2000,1401
framerate,29.97,29.97
bufferLevel,7.147,23.794
GMSD,0,0
bitrateSwitch,0,1
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),7765,10502


IP,10.0.0.7
Attribute,HIGH
initTime,2023-04-13 22:51:18.075164
endTime,2023-04-13 22:53:25.072215
liveTime(sec),126.997051
startupDelay,1160
Total stalling Event,0
player width,1280
player height,720
time,10.898,15.968,21.526,28.486,34.555
elapsed,0.000,5.070,10.628,17.588,23.657
bitrate,2000,1401,1401,800,800
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,15.582,23.031,32.26,31.455,29.881
GMSD,0,0,0.79393,0,0.98670
